anomaly_signature,event_count,event_percentage
HIGH: belt anchorage dominates anomaly (37.1% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (41.5% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (38.5% contribution),1,0.01
ELEVATED: seat type dominates anomaly (41.9% contribution),1,0.01
HIGH: belt failure dominates anomaly (48.3% contribution),1,0.01
HIGH: seat performance dominates anomaly (31.1% contribution),1,0.01
HIGH: seat type dominates anomaly (29.9% contribution),1,0.01
HIGH: seat performance dominates anomaly (24.6% contribution),1,0.01
HIGH: posture dominates anomaly (34.5% contribution),1,0.01
EXTREME: seat track position dominates anomaly (44.4% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (33.9% contribution),1,0.01
EXTREME: seat performance dominates anomaly (27.2% contribution),1,0.01
HIGH: seat track position dominates anomaly (34.8% contribution),1,0.01
ELEVATED: posture dominates anomaly (38.9% contribution),1,0.01
HIGH: seat performance dominates anomaly (50.6% contribution),1,0.01
HIGH: seat type dominates anomaly (28.6% contribution),1,0.01
EXTREME: belt failure dominates anomaly (26.7% contribution),1,0.01
ELEVATED: posture dominates anomaly (34.7% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (32.8% contribution),1,0.01
EXTREME: seat position dominates anomaly (59.7% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (30.2% contribution),1,0.01
HIGH: posture dominates anomaly (31.3% contribution),1,0.01
EXTREME: seat type dominates anomaly (26.1% contribution),1,0.01
EXTREME: posture dominates anomaly (26.3% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (28.1% contribution),1,0.01
HIGH: seat type dominates anomaly (35.2% contribution),1,0.01
HIGH: posture dominates anomaly (50.4% contribution),1,0.01
HIGH: seat type dominates anomaly (40.6% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (31.4% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (26.2% contribution),1,0.01
HIGH: posture dominates anomaly (56.4% contribution),1,0.01
EXTREME: seat performance dominates anomaly (47.3% contribution),1,0.01
HIGH: posture dominates anomaly (33.5% contribution),1,0.01
HIGH: posture dominates anomaly (24.4% contribution),1,0.01
EXTREME: seat performance dominates anomaly (52.3% contribution),1,0.01
EXTREME: belt use dominates anomaly (33.7% contribution),1,0.01
HIGH: seat type dominates anomaly (50.7% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (54.8% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (45.9% contribution),1,0.01
HIGH: posture dominates anomaly (21.6% contribution),1,0.01
HIGH: posture dominates anomaly (40.0% contribution),1,0.01
HIGH: posture dominates anomaly (60.5% contribution),1,0.01
ELEVATED: belt anchorage dominates anomaly (24.0% contribution),1,0.01
EXTREME: seat type dominates anomaly (26.9% contribution),1,0.01
ELEVATED: posture dominates anomaly (24.2% contribution),1,0.01
ELEVATED: posture dominates anomaly (22.3% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (40.0% contribution),1,0.01
HIGH: seat track position dominates anomaly (25.7% contribution),1,0.01
MODERATE: seat performance dominates anomaly (23.5% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (56.5% contribution),1,0.01
HIGH: seat performance dominates anomaly (48.4% contribution),1,0.01
HIGH: seat track position dominates anomaly (25.6% contribution),1,0.01
ELEVATED: seat position dominates anomaly (28.7% contribution),1,0.01
ELEVATED: belt anchorage dominates anomaly (33.6% contribution),1,0.01
ELEVATED: belt anchorage dominates anomaly (29.2% contribution),1,0.01
HIGH: belt failure dominates anomaly (52.8% contribution),1,0.01
HIGH: posture dominates anomaly (33.1% contribution),1,0.01
HIGH: seat position dominates anomaly (25.8% contribution),1,0.01
HIGH: posture dominates anomaly (50.7% contribution),1,0.01
ELEVATED: belt anchorage dominates anomaly (22.9% contribution),1,0.01
HIGH: belt use dominates anomaly (41.5% contribution),1,0.01
ELEVATED: seat position dominates anomaly (45.4% contribution),1,0.01
HIGH: posture dominates anomaly (47.1% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (42.8% contribution),1,0.01
HIGH: seat type dominates anomaly (32.6% contribution),1,0.01
HIGH: seat performance dominates anomaly (45.0% contribution),1,0.01
HIGH: seat performance dominates anomaly (27.4% contribution),1,0.01
HIGH: seat position dominates anomaly (29.1% contribution),1,0.01
HIGH: seat track position dominates anomaly (40.3% contribution),1,0.01
EXTREME: seat type dominates anomaly (20.6% contribution),1,0.01
HIGH: seat track position dominates anomaly (35.5% contribution),1,0.01
ELEVATED: seat type dominates anomaly (21.9% contribution),1,0.01
ELEVATED: seat position dominates anomaly (86.0% contribution),1,0.01
EXTREME: posture dominates anomaly (46.2% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (28.4% contribution),1,0.01
HIGH: seat track position dominates anomaly (26.6% contribution),1,0.01
HIGH: belt use dominates anomaly (33.3% contribution),1,0.01
HIGH: seat track position dominates anomaly (37.6% contribution),1,0.01
ELEVATED: seat type dominates anomaly (44.0% contribution),1,0.01
HIGH: belt use dominates anomaly (35.7% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (32.4% contribution),1,0.01
EXTREME: seat track position dominates anomaly (31.8% contribution),1,0.01
EXTREME: seat type dominates anomaly (38.2% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (54.9% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (32.5% contribution),1,0.01
HIGH: seat type dominates anomaly (34.2% contribution),1,0.01
HIGH: posture dominates anomaly (25.6% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (49.3% contribution),1,0.01
EXTREME: seat track position dominates anomaly (33.6% contribution),1,0.01
HIGH: seat performance dominates anomaly (30.8% contribution),1,0.01
HIGH: posture dominates anomaly (27.2% contribution),1,0.01
HIGH: seat performance dominates anomaly (46.0% contribution),1,0.01
ELEVATED: posture dominates anomaly (25.3% contribution),1,0.01
EXTREME: seat performance dominates anomaly (35.4% contribution),1,0.01
EXTREME: belt failure dominates anomaly (41.4% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (44.4% contribution),1,0.01
EXTREME: belt use dominates anomaly (31.2% contribution),1,0.01
EXTREME: seat type dominates anomaly (26.8% contribution),1,0.01
HIGH: seat performance dominates anomaly (46.1% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (39.1% contribution),1,0.01
EXTREME: belt failure dominates anomaly (59.8% contribution),1,0.01
HIGH: seat position dominates anomaly (63.5% contribution),1,0.01
ELEVATED: belt use dominates anomaly (41.9% contribution),1,0.01
HIGH: seat type dominates anomaly (24.5% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (43.5% contribution),1,0.01
EXTREME: seat position dominates anomaly (33.7% contribution),1,0.01
EXTREME: belt failure dominates anomaly (46.3% contribution),1,0.01
HIGH: seat type dominates anomaly (43.4% contribution),1,0.01
EXTREME: seat position dominates anomaly (57.3% contribution),1,0.01
EXTREME: posture dominates anomaly (41.7% contribution),1,0.01
HIGH: seat type dominates anomaly (22.8% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (42.2% contribution),1,0.01
ELEVATED: posture dominates anomaly (44.8% contribution),1,0.01
HIGH: posture dominates anomaly (32.5% contribution),1,0.01
HIGH: seat performance dominates anomaly (35.7% contribution),1,0.01
ELEVATED: seat type dominates anomaly (38.4% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (34.2% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (41.9% contribution),1,0.01
HIGH: seat performance dominates anomaly (52.6% contribution),1,0.01
EXTREME: seat performance dominates anomaly (30.2% contribution),1,0.01
ELEVATED: posture dominates anomaly (26.1% contribution),1,0.01
EXTREME: belt failure dominates anomaly (55.8% contribution),1,0.01
HIGH: posture dominates anomaly (28.0% contribution),1,0.01
EXTREME: seat track position dominates anomaly (31.6% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (31.8% contribution),1,0.01
HIGH: seat position dominates anomaly (40.6% contribution),1,0.01
HIGH: seat position dominates anomaly (40.5% contribution),1,0.01
EXTREME: seat track position dominates anomaly (32.0% contribution),1,0.01
EXTREME: seat performance dominates anomaly (42.3% contribution),1,0.01
HIGH: seat type dominates anomaly (27.0% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (34.7% contribution),1,0.01
HIGH: posture dominates anomaly (35.1% contribution),1,0.01
EXTREME: seat position dominates anomaly (30.6% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (32.4% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (35.9% contribution),1,0.01
ELEVATED: seat type dominates anomaly (33.8% contribution),1,0.01
HIGH: seat type dominates anomaly (32.8% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (24.7% contribution),1,0.01
EXTREME: seat position dominates anomaly (41.7% contribution),1,0.01
HIGH: seat performance dominates anomaly (42.7% contribution),1,0.01
ELEVATED: posture dominates anomaly (34.3% contribution),1,0.01
HIGH: seat type dominates anomaly (30.2% contribution),1,0.01
EXTREME: seat track position dominates anomaly (23.3% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (40.5% contribution),1,0.01
EXTREME: posture dominates anomaly (42.7% contribution),1,0.01
EXTREME: belt failure dominates anomaly (43.6% contribution),1,0.01
EXTREME: belt failure dominates anomaly (43.5% contribution),1,0.01
EXTREME: belt failure dominates anomaly (25.5% contribution),1,0.01
HIGH: belt failure dominates anomaly (32.4% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (48.1% contribution),1,0.01
EXTREME: seat performance dominates anomaly (24.3% contribution),1,0.01
EXTREME: seat performance dominates anomaly (47.4% contribution),1,0.01
ELEVATED: belt anchorage dominates anomaly (32.3% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (24.4% contribution),1,0.01
HIGH: seat position dominates anomaly (27.7% contribution),1,0.01
EXTREME: belt failure dominates anomaly (36.9% contribution),1,0.01
EXTREME: seat performance dominates anomaly (25.1% contribution),1,0.01
HIGH: seat performance dominates anomaly (34.4% contribution),1,0.01
ELEVATED: belt anchorage dominates anomaly (39.6% contribution),1,0.01
EXTREME: belt failure dominates anomaly (43.0% contribution),1,0.01
HIGH: belt use dominates anomaly (32.3% contribution),1,0.01
ELEVATED: posture dominates anomaly (37.8% contribution),1,0.01
EXTREME: posture dominates anomaly (53.2% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (29.7% contribution),1,0.01
ELEVATED: belt anchorage dominates anomaly (32.6% contribution),1,0.01
HIGH: belt use dominates anomaly (35.1% contribution),1,0.01
ELEVATED: posture dominates anomaly (26.4% contribution),1,0.01
HIGH: seat performance dominates anomaly (45.1% contribution),1,0.01
HIGH: posture dominates anomaly (22.7% contribution),1,0.01
EXTREME: seat track position dominates anomaly (30.8% contribution),1,0.01
ELEVATED: posture dominates anomaly (48.1% contribution),1,0.01
ELEVATED: seat position dominates anomaly (29.2% contribution),1,0.01
EXTREME: belt failure dominates anomaly (48.4% contribution),1,0.01
HIGH: seat position dominates anomaly (35.5% contribution),1,0.01
ELEVATED: seat type dominates anomaly (35.2% contribution),1,0.01
HIGH: seat type dominates anomaly (30.7% contribution),1,0.01
EXTREME: seat position dominates anomaly (35.1% contribution),1,0.01
EXTREME: seat performance dominates anomaly (27.3% contribution),1,0.01
EXTREME: seat performance dominates anomaly (27.8% contribution),1,0.01
HIGH: posture dominates anomaly (47.0% contribution),1,0.01
EXTREME: seat type dominates anomaly (32.0% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (48.2% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (34.8% contribution),1,0.01
EXTREME: seat type dominates anomaly (38.4% contribution),1,0.01
EXTREME: seat type dominates anomaly (26.3% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (27.8% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (44.8% contribution),1,0.01
EXTREME: belt failure dominates anomaly (43.9% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (33.9% contribution),1,0.01
EXTREME: seat performance dominates anomaly (30.6% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (59.6% contribution),1,0.01
HIGH: posture dominates anomaly (47.7% contribution),1,0.01
MODERATE: seat type dominates anomaly (65.7% contribution),1,0.01
HIGH: seat performance dominates anomaly (43.3% contribution),1,0.01
HIGH: seat position dominates anomaly (39.0% contribution),1,0.01
EXTREME: belt use dominates anomaly (38.6% contribution),1,0.01
HIGH: seat type dominates anomaly (27.8% contribution),1,0.01
EXTREME: seat position dominates anomaly (33.3% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (31.1% contribution),1,0.01
ELEVATED: belt use dominates anomaly (70.7% contribution),1,0.01
EXTREME: posture dominates anomaly (27.7% contribution),1,0.01
HIGH: seat track position dominates anomaly (46.5% contribution),1,0.01
EXTREME: belt failure dominates anomaly (43.4% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (42.2% contribution),1,0.01
EXTREME: posture dominates anomaly (51.8% contribution),1,0.01
EXTREME: seat performance dominates anomaly (37.9% contribution),1,0.01
HIGH: posture dominates anomaly (25.8% contribution),1,0.01
HIGH: belt failure dominates anomaly (52.1% contribution),1,0.01
EXTREME: belt use dominates anomaly (35.9% contribution),1,0.01
EXTREME: belt use dominates anomaly (50.8% contribution),1,0.01
HIGH: seat type dominates anomaly (32.4% contribution),1,0.01
EXTREME: belt use dominates anomaly (35.7% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (29.6% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (26.9% contribution),1,0.01
EXTREME: seat type dominates anomaly (23.7% contribution),1,0.01
EXTREME: seat type dominates anomaly (29.0% contribution),1,0.01
HIGH: seat performance dominates anomaly (37.5% contribution),1,0.01
HIGH: seat track position dominates anomaly (39.0% contribution),1,0.01
EXTREME: belt failure dominates anomaly (45.7% contribution),1,0.01
ELEVATED: posture dominates anomaly (41.6% contribution),1,0.01
HIGH: seat type dominates anomaly (37.0% contribution),1,0.01
HIGH: seat performance dominates anomaly (25.0% contribution),1,0.01
EXTREME: posture dominates anomaly (45.4% contribution),1,0.01
EXTREME: belt failure dominates anomaly (35.0% contribution),1,0.01
HIGH: seat track position dominates anomaly (50.4% contribution),1,0.01
HIGH: seat position dominates anomaly (49.4% contribution),1,0.01
EXTREME: seat performance dominates anomaly (30.1% contribution),1,0.01
HIGH: seat type dominates anomaly (32.9% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (42.0% contribution),1,0.01
HIGH: belt failure dominates anomaly (52.9% contribution),1,0.01
EXTREME: posture dominates anomaly (50.7% contribution),1,0.01
ELEVATED: seat position dominates anomaly (28.6% contribution),1,0.01
EXTREME: seat performance dominates anomaly (35.3% contribution),1,0.01
EXTREME: seat position dominates anomaly (25.0% contribution),1,0.01
ELEVATED: seat type dominates anomaly (38.3% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (32.8% contribution),1,0.01
HIGH: seat performance dominates anomaly (41.7% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (29.2% contribution),1,0.01
EXTREME: seat track position dominates anomaly (32.4% contribution),1,0.01
HIGH: belt failure dominates anomaly (51.2% contribution),1,0.01
HIGH: seat track position dominates anomaly (27.8% contribution),1,0.01
EXTREME: seat type dominates anomaly (27.2% contribution),1,0.01
HIGH: belt use dominates anomaly (43.1% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (39.4% contribution),1,0.01
HIGH: seat performance dominates anomaly (25.1% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (36.5% contribution),1,0.01
ELEVATED: posture dominates anomaly (26.3% contribution),1,0.01
EXTREME: seat type dominates anomaly (35.9% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (34.3% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (36.8% contribution),1,0.01
EXTREME: belt use dominates anomaly (29.4% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (28.0% contribution),1,0.01
EXTREME: seat performance dominates anomaly (28.7% contribution),1,0.01
HIGH: seat type dominates anomaly (39.2% contribution),1,0.01
ELEVATED: seat type dominates anomaly (32.9% contribution),1,0.01
HIGH: seat type dominates anomaly (28.0% contribution),1,0.01
HIGH: seat performance dominates anomaly (55.8% contribution),1,0.01
HIGH: posture dominates anomaly (21.2% contribution),1,0.01
HIGH: seat position dominates anomaly (26.4% contribution),1,0.01
ELEVATED: seat type dominates anomaly (32.1% contribution),1,0.01
EXTREME: posture dominates anomaly (30.3% contribution),1,0.01
HIGH: seat performance dominates anomaly (36.2% contribution),1,0.01
HIGH: seat track position dominates anomaly (34.5% contribution),1,0.01
HIGH: posture dominates anomaly (45.0% contribution),1,0.01
ELEVATED: belt anchorage dominates anomaly (21.5% contribution),1,0.01
MODERATE: posture dominates anomaly (29.4% contribution),1,0.01
EXTREME: belt failure dominates anomaly (22.9% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (37.5% contribution),1,0.01
EXTREME: seat performance dominates anomaly (37.4% contribution),1,0.01
HIGH: seat performance dominates anomaly (39.0% contribution),1,0.01
HIGH: seat type dominates anomaly (37.4% contribution),1,0.01
ELEVATED: posture dominates anomaly (35.9% contribution),1,0.01
ELEVATED: belt anchorage dominates anomaly (22.8% contribution),1,0.01
EXTREME: posture dominates anomaly (49.4% contribution),1,0.01
EXTREME: seat type dominates anomaly (25.4% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (64.8% contribution),1,0.01
EXTREME: belt use dominates anomaly (52.5% contribution),1,0.01
EXTREME: seat performance dominates anomaly (36.9% contribution),1,0.01
HIGH: seat performance dominates anomaly (33.1% contribution),1,0.01
HIGH: posture dominates anomaly (53.3% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (45.0% contribution),1,0.01
HIGH: seat type dominates anomaly (19.0% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (35.1% contribution),1,0.01
EXTREME: seat position dominates anomaly (34.1% contribution),1,0.01
HIGH: seat performance dominates anomaly (36.8% contribution),1,0.01
HIGH: seat performance dominates anomaly (37.1% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (28.1% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (36.2% contribution),1,0.01
EXTREME: seat performance dominates anomaly (31.7% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (32.3% contribution),1,0.01
HIGH: seat position dominates anomaly (69.2% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (32.7% contribution),1,0.01
HIGH: belt use dominates anomaly (46.2% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (36.0% contribution),1,0.01
ELEVATED: belt anchorage dominates anomaly (37.9% contribution),1,0.01
HIGH: seat position dominates anomaly (39.6% contribution),1,0.01
HIGH: seat performance dominates anomaly (54.9% contribution),1,0.01
HIGH: seat track position dominates anomaly (52.6% contribution),1,0.01
MODERATE: belt anchorage dominates anomaly (25.5% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (26.0% contribution),1,0.01
HIGH: seat position dominates anomaly (24.9% contribution),1,0.01
ELEVATED: seat type dominates anomaly (34.8% contribution),1,0.01
MODERATE: seat track position dominates anomaly (35.0% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (42.9% contribution),1,0.01
HIGH: belt use dominates anomaly (25.0% contribution),1,0.01
EXTREME: seat position dominates anomaly (47.0% contribution),1,0.01
HIGH: posture dominates anomaly (29.2% contribution),1,0.01
ELEVATED: seat type dominates anomaly (50.3% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (38.2% contribution),1,0.01
HIGH: seat position dominates anomaly (49.0% contribution),1,0.01
HIGH: seat position dominates anomaly (26.3% contribution),1,0.01
EXTREME: seat performance dominates anomaly (32.1% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (28.4% contribution),1,0.01
HIGH: posture dominates anomaly (39.6% contribution),1,0.01
HIGH: seat performance dominates anomaly (40.0% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (40.6% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (30.1% contribution),1,0.01
ELEVATED: posture dominates anomaly (47.3% contribution),1,0.01
ELEVATED: belt anchorage dominates anomaly (27.6% contribution),1,0.01
EXTREME: seat performance dominates anomaly (30.8% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (35.4% contribution),1,0.01
ELEVATED: belt use dominates anomaly (54.0% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (30.4% contribution),1,0.01
ELEVATED: seat position dominates anomaly (43.7% contribution),1,0.01
HIGH: seat type dominates anomaly (23.2% contribution),1,0.01
ELEVATED: seat position dominates anomaly (81.7% contribution),1,0.01
HIGH: seat track position dominates anomaly (51.1% contribution),1,0.01
EXTREME: belt failure dominates anomaly (38.9% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (46.8% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (34.4% contribution),1,0.01
ELEVATED: seat position dominates anomaly (32.6% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (42.0% contribution),1,0.01
EXTREME: belt failure dominates anomaly (38.8% contribution),1,0.01
HIGH: belt failure dominates anomaly (36.3% contribution),1,0.01
ELEVATED: seat position dominates anomaly (61.9% contribution),1,0.01
EXTREME: seat performance dominates anomaly (29.8% contribution),1,0.01
HIGH: belt failure dominates anomaly (50.3% contribution),1,0.01
HIGH: seat track position dominates anomaly (23.9% contribution),1,0.01
MODERATE: seat position dominates anomaly (65.0% contribution),1,0.01
EXTREME: posture dominates anomaly (28.7% contribution),1,0.01
ELEVATED: posture dominates anomaly (38.3% contribution),1,0.01
HIGH: seat type dominates anomaly (48.7% contribution),1,0.01
HIGH: posture dominates anomaly (26.3% contribution),1,0.01
MODERATE: seat performance dominates anomaly (42.5% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (49.9% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (48.4% contribution),1,0.01
ELEVATED: seat type dominates anomaly (40.7% contribution),1,0.01
ELEVATED: seat type dominates anomaly (47.2% contribution),1,0.01
EXTREME: belt failure dominates anomaly (28.6% contribution),1,0.01
ELEVATED: belt anchorage dominates anomaly (23.9% contribution),1,0.01
HIGH: seat position dominates anomaly (52.4% contribution),1,0.01
ELEVATED: seat type dominates anomaly (37.8% contribution),1,0.01
HIGH: posture dominates anomaly (47.5% contribution),1,0.01
ELEVATED: seat type dominates anomaly (53.2% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (28.5% contribution),1,0.01
HIGH: posture dominates anomaly (40.3% contribution),1,0.01
ELEVATED: belt use dominates anomaly (57.0% contribution),1,0.01
MODERATE: seat position dominates anomaly (35.3% contribution),1,0.01
HIGH: seat track position dominates anomaly (36.5% contribution),1,0.01
HIGH: posture dominates anomaly (51.9% contribution),1,0.01
HIGH: posture dominates anomaly (52.9% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (39.7% contribution),1,0.01
EXTREME: belt failure dominates anomaly (41.8% contribution),1,0.01
EXTREME: seat position dominates anomaly (21.8% contribution),1,0.01
ELEVATED: posture dominates anomaly (39.2% contribution),1,0.01
HIGH: seat performance dominates anomaly (34.8% contribution),1,0.01
ELEVATED: belt anchorage dominates anomaly (38.0% contribution),1,0.01
ELEVATED: seat type dominates anomaly (48.6% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (27.1% contribution),1,0.01
HIGH: seat position dominates anomaly (36.3% contribution),1,0.01
HIGH: posture dominates anomaly (36.3% contribution),1,0.01
HIGH: posture dominates anomaly (28.6% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (25.9% contribution),1,0.01
HIGH: seat type dominates anomaly (32.5% contribution),1,0.01
HIGH: seat position dominates anomaly (38.5% contribution),1,0.01
HIGH: seat performance dominates anomaly (27.8% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (30.3% contribution),1,0.01
HIGH: seat track position dominates anomaly (38.1% contribution),1,0.01
HIGH: seat position dominates anomaly (36.1% contribution),1,0.01
HIGH: seat type dominates anomaly (33.7% contribution),1,0.01
HIGH: seat position dominates anomaly (38.4% contribution),1,0.01
HIGH: seat performance dominates anomaly (38.8% contribution),1,0.01
ELEVATED: belt use dominates anomaly (39.2% contribution),1,0.01
HIGH: seat track position dominates anomaly (38.2% contribution),1,0.01
ELEVATED: posture dominates anomaly (26.6% contribution),1,0.01
ELEVATED: posture dominates anomaly (57.5% contribution),1,0.01
HIGH: seat type dominates anomaly (36.9% contribution),1,0.01
HIGH: seat performance dominates anomaly (29.6% contribution),1,0.01
EXTREME: posture dominates anomaly (37.1% contribution),1,0.01
ELEVATED: seat type dominates anomaly (39.3% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (39.9% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (50.7% contribution),1,0.01
EXTREME: seat performance dominates anomaly (29.9% contribution),1,0.01
EXTREME: belt failure dominates anomaly (34.0% contribution),1,0.01
ELEVATED: seat type dominates anomaly (42.4% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (26.6% contribution),1,0.01
HIGH: seat type dominates anomaly (33.4% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (34.0% contribution),1,0.01
HIGH: seat performance dominates anomaly (55.1% contribution),1,0.01
ELEVATED: posture dominates anomaly (36.7% contribution),1,0.01
HIGH: seat performance dominates anomaly (36.0% contribution),1,0.01
HIGH: posture dominates anomaly (29.6% contribution),1,0.01
EXTREME: belt failure dominates anomaly (32.9% contribution),1,0.01
HIGH: seat type dominates anomaly (30.9% contribution),1,0.01
ELEVATED: seat type dominates anomaly (41.5% contribution),1,0.01
HIGH: posture dominates anomaly (26.0% contribution),1,0.01
HIGH: belt use dominates anomaly (41.9% contribution),1,0.01
ELEVATED: belt use dominates anomaly (51.6% contribution),1,0.01
EXTREME: seat type dominates anomaly (25.7% contribution),1,0.01
ELEVATED: posture dominates anomaly (34.5% contribution),1,0.01
EXTREME: belt failure dominates anomaly (35.4% contribution),1,0.01
HIGH: posture dominates anomaly (35.8% contribution),1,0.01
HIGH: seat type dominates anomaly (24.0% contribution),1,0.01
ELEVATED: seat type dominates anomaly (34.2% contribution),1,0.01
HIGH: seat track position dominates anomaly (36.7% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (59.2% contribution),1,0.01
EXTREME: seat position dominates anomaly (24.7% contribution),1,0.01
HIGH: seat performance dominates anomaly (31.4% contribution),1,0.01
ELEVATED: seat position dominates anomaly (32.0% contribution),1,0.01
ELEVATED: seat position dominates anomaly (68.2% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (24.6% contribution),1,0.01
EXTREME: posture dominates anomaly (23.9% contribution),1,0.01
HIGH: seat type dominates anomaly (40.1% contribution),1,0.01
ELEVATED: belt use dominates anomaly (33.2% contribution),1,0.01
HIGH: seat position dominates anomaly (39.1% contribution),1,0.01
ELEVATED: seat type dominates anomaly (32.5% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (37.9% contribution),1,0.01
HIGH: seat performance dominates anomaly (22.1% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (35.1% contribution),1,0.01
EXTREME: posture dominates anomaly (42.9% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (28.0% contribution),1,0.01
HIGH: belt failure dominates anomaly (57.2% contribution),1,0.01
HIGH: seat type dominates anomaly (43.0% contribution),1,0.01
ELEVATED: seat type dominates anomaly (31.9% contribution),1,0.01
EXTREME: posture dominates anomaly (46.7% contribution),1,0.01
ELEVATED: seat type dominates anomaly (39.4% contribution),1,0.01
HIGH: seat performance dominates anomaly (25.4% contribution),1,0.01
HIGH: seat type dominates anomaly (36.8% contribution),1,0.01
EXTREME: belt use dominates anomaly (52.6% contribution),1,0.01
HIGH: belt failure dominates anomaly (54.2% contribution),1,0.01
ELEVATED: seat position dominates anomaly (29.4% contribution),1,0.01
EXTREME: seat position dominates anomaly (46.1% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (32.9% contribution),1,0.01
HIGH: seat position dominates anomaly (28.0% contribution),1,0.01
